A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.470798,-0.473848,0.674050,-840.000000,0.000000,-280.000000
0.494832,-0.525088,0.725656,-840.000000,280.000000,-420.000000
0.523380,-0.578768,0.782874,-700.000000,560.000000,-280.000000
0.564128,-0.634034,0.848388,-700.000000,700.000000,-140.000000
0.599752,-0.678686,0.913048,-700.000000,560.000000,0.000000
0.650016,-0.713334,0.973438,-840.000000,420.000000,0.000000
0.694546,-0.727852,1.045784,-840.000000,420.000000,0.000000
0.748104,-0.737002,1.105686,-700.000000,420.000000,140.000000
0.809714,-0.754082,1.177422,-560.000000,280.000000,280.000000
0.868274,-0.772992,1.254892,-560.000000,280.000000,140.000000
0.927932,-0.798002,1.340292,-700.000000,140.000000,140.000000
0.970998,-0.819962,1.428376,-560.000000,0.000000,280.000000
1.000034,-0.848022,1.516338,-560.000000,-140.000000,140.000000
1.011380,-0.893894,1.610156,-560.000000,-140.000000,0.000000
0.988200,-0.929274,1.700802,-560.000000,-140.000000,-280.000000
0.954040,-0.950502,1.791692,-560.000000,0.000000,-280.000000
0.935984,-0.987346,1.878678,-420.000000,140.000000,-140.000000
0.951600,-1.051518,1.938214,-420.000000,420.000000,140.000000
1.032364,-1.187182,1.951390,-420.000000,420.000000,280.000000
0.997960,-1.265018,1.955538,-560.000000,280.000000,280.000000
0.842532,-1.198650,1.892586,-560.000000,140.000000,140.000000
0.817400,-1.248792,1.833172,-700.000000,0.000000,140.000000
0.775676,-1.257210,1.869528,-700.000000,0.000000,140.000000
0.754204,-1.296616,1.926258,-700.000000,0.000000,140.000000
0.713456,-1.332362,2.012756,-840.000000,140.000000,0.000000
0.554246,-1.277462,1.965908,-840.000000,280.000000,-140.000000
0.457134,-1.271118,1.927234,-700.000000,280.000000,-280.000000
0.370392,-1.251110,1.944070,-420.000000,280.000000,-280.000000
0.303658,-1.237324,1.972496,-280.000000,280.000000,-140.000000
0.253272,-1.227564,2.003118,-280.000000,420.000000,0.000000
0.210328,-1.221952,2.020442,-420.000000,420.000000,140.000000
0.131760,-1.193038,1.992748,-560.000000,420.000000,0.000000
0.046604,-1.171322,1.834392,-700.000000,420.000000,-140.000000
-0.042944,-1.166076,1.784494,-840.000000,280.000000,-280.000000
-0.144204,-1.167540,1.751188,-840.000000,280.000000,-140.000000
-0.266082,-1.172176,1.774124,-840.000000,280.000000,-140.000000
-0.393816,-1.181082,1.788154,-700.000000,280.000000,0.000000
-0.510936,-1.188646,1.808528,-560.000000,280.000000,-140.000000
-0.602192,-1.189988,1.835368,-420.000000,420.000000,0.000000
-0.676368,-1.179252,1.860012,-560.000000,560.000000,140.000000
-0.730780,-1.161440,1.880386,-700.000000,560.000000,140.000000
-0.768234,-1.140944,1.904908,-840.000000,420.000000,140.000000
-0.775188,-1.103734,1.938580,-840.000000,420.000000,0.000000
-0.762134,-1.057984,1.968836,-840.000000,560.000000,0.000000
-0.745176,-1.006378,1.995066,-840.000000,840.000000,-140.000000
-0.726144,-0.968680,2.006900,-840.000000,840.000000,-140.000000
-0.699304,-0.948062,2.012512,-700.000000,700.000000,0.000000
-0.682956,-0.926346,2.017514,-560.000000,420.000000,140.000000
-0.683810,-0.889014,2.024102,-420.000000,0.000000,140.000000
-0.693570,-0.853390,2.025200,-420.000000,-140.000000,140.000000
