A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
0.608048,0.145912,0.649040,,,
0.609024,0.146888,0.653920,,,
0.611464,0.142984,0.662216,,,
0.609024,0.139568,0.661728,,,
0.601704,0.148840,0.659776,,,
0.606584,0.149328,0.664656,,,
0.604144,0.150792,0.667584,,,
0.600240,0.148840,0.671000,,,
0.601216,0.151280,0.676856,,,
0.601216,0.147376,0.679296,,,
0.606096,0.141520,0.680272,,,
0.605120,0.144936,0.683688,,,
0.607072,0.144448,0.679784,,,
0.605120,0.146400,0.682712,,,
0.604632,0.146400,0.691008,,,
0.601216,0.149816,0.691496,,,
0.601216,0.153232,0.693936,,,
0.602192,0.151280,0.700280,,,
0.601216,0.149328,0.699304,,,
0.602680,0.151280,0.698816,,,
0.602192,0.148840,0.701256,,,
0.600728,0.148840,0.700280,,,
0.598288,0.154696,0.702720,,,
0.597800,0.153232,0.702720,,,
0.596336,0.153720,0.705160,,,
0.597800,0.159088,0.704184,,,
0.600240,0.159088,0.708088,,,
0.592920,0.157136,0.711504,,,
0.589504,0.158112,0.715408,,,
0.597312,0.153232,0.712968,,,
0.593896,0.154208,0.711992,,,
0.590480,0.158112,0.720288,,,
0.597312,0.159576,0.715408,,,
0.594872,0.156648,0.714432,,,
0.591944,0.152256,0.723216,,,
0.594872,0.153720,0.724192,,,
0.591456,0.149816,0.726632,,,
0.593408,0.151768,0.730536,,,
0.592432,0.152256,0.725656,,,
0.589504,0.151768,0.725656,,,
0.589992,0.153720,0.726632,,,
0.588528,0.152256,0.729072,,,
0.589992,0.153232,0.733464,,,
0.588040,0.149816,0.732488,,,
0.588040,0.148352,0.727120,,,
0.591944,0.150792,0.730536,,,
0.591456,0.148352,0.735904,,,
0.588528,0.148840,0.734928,,,
0.589992,0.147864,0.733464,,,
0.591456,0.149328,0.735416,,,
0.590480,0.150304,0.732976,,,
0.589016,0.140544,0.736880,,,
0.588528,0.141520,0.739808,,,
0.585600,0.142984,0.735904,,,
0.589992,0.140544,0.737856,,,
0.591944,0.146400,0.740784,,,
0.584624,0.146888,0.736392,,,
0.583648,0.146400,0.743224,,,
0.584624,0.144936,0.741272,,,
0.585112,0.140544,0.736880,,,
0.586576,0.139568,0.739320,,,
0.588528,0.142008,0.734440,,,
0.585600,0.140544,0.738832,,,
0.581696,0.136152,0.740296,,,
0.586576,0.138104,0.739808,,,
0.589504,0.136640,0.742736,,,
0.583160,0.133712,0.740784,,,
0.581208,0.132248,0.743712,,,
0.585112,0.130784,0.743224,,,
0.584624,0.130296,0.744200,,,
0.583160,0.126392,0.745664,,,
