A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.006832,0.002928,1.007232,33670.000000,103600.000000,72380.000000
-0.014152,-0.002440,1.003816,34370.000000,103810.000000,71190.000000
-0.005368,-0.000488,1.008696,35350.000000,104090.000000,70000.000000
-0.007808,0.001464,1.005768,36050.000000,104230.000000,69020.000000
-0.007320,0.000976,1.007720,36050.000000,104510.000000,68110.000000
-0.002928,0.000976,1.012112,35700.000000,104860.000000,67130.000000
-0.011712,-0.001952,1.002840,35560.000000,105280.000000,66150.000000
-0.011712,0.003904,1.007720,35910.000000,105490.000000,65030.000000
-0.004392,0.004880,1.009672,36330.000000,105770.000000,64050.000000
-0.005368,0.000000,1.008208,36960.000000,106120.000000,62860.000000
-0.007320,0.003416,1.003816,37520.000000,106330.000000,61600.000000
-0.006344,0.003904,1.003816,38010.000000,106680.000000,60480.000000
-0.009760,0.000976,1.006256,38080.000000,107100.000000,59430.000000
-0.006832,-0.000488,1.005768,37870.000000,107590.000000,58310.000000
-0.001952,0.000976,1.005768,37940.000000,107940.000000,57050.000000
-0.007320,0.000976,1.008696,38150.000000,108360.000000,55720.000000
-0.009272,0.001952,1.009672,38360.000000,108850.000000,54460.000000
-0.005856,0.004392,1.005280,38850.000000,109200.000000,53060.000000
-0.006832,0.006832,1.001864,39200.000000,109620.000000,51590.000000
-0.006832,0.006344,1.001864,39690.000000,109900.000000,50050.000000
-0.009760,0.004880,1.002840,40460.000000,110390.000000,48580.000000
-0.007320,0.003904,1.003328,40810.000000,110810.000000,47040.000000
-0.004880,0.003904,1.004792,40810.000000,111160.000000,45500.000000
-0.005856,0.004880,1.003328,41020.000000,111580.000000,44100.000000
-0.005368,0.001952,1.009672,41370.000000,112000.000000,42490.000000
-0.002440,0.001464,1.009184,41650.000000,112490.000000,40950.000000
-0.002440,0.004880,1.003328,41930.000000,113120.000000,39270.000000
-0.005368,0.001952,1.001376,42210.000000,113540.000000,37590.000000
-0.006832,0.003904,1.004792,42560.000000,113820.000000,36190.000000
-0.005856,0.003904,1.007232,42910.000000,114240.000000,34580.000000
-0.004392,-0.001464,1.006256,43190.000000,114660.000000,32970.000000
-0.008784,0.000000,1.006256,43400.000000,115010.000000,31360.000000
-0.004880,-0.002440,1.000400,43750.000000,115150.000000,30030.000000
-0.010248,0.000488,1.003816,44030.000000,115360.000000,28700.000000
-0.010736,0.000000,1.008696,44310.000000,115780.000000,27230.000000
-0.005856,-0.004392,1.007720,44380.000000,116060.000000,25970.000000
-0.004880,0.001464,1.003328,44240.000000,116200.000000,24710.000000
-0.001464,0.000488,1.005768,44310.000000,116410.000000,23450.000000
-0.008296,-0.000488,1.004304,44590.000000,116690.000000,21980.000000
-0.005856,0.002928,1.006256,44660.000000,117180.000000,20510.000000
-0.010248,-0.000488,1.008208,44730.000000,117390.000000,19250.000000
-0.007320,0.005368,1.002840,44800.000000,117600.000000,17920.000000
-0.003416,0.004392,1.003328,44800.000000,117670.000000,16450.000000
-0.005856,0.000976,1.002352,44730.000000,117880.000000,15050.000000
-0.005856,0.005856,1.007720,44520.000000,118300.000000,13790.000000
-0.008296,0.000976,1.004304,44310.000000,118510.000000,12670.000000
-0.006832,-0.000488,1.005768,43960.000000,118580.000000,11620.000000
-0.010248,0.005368,1.008696,43470.000000,118720.000000,10500.000000
-0.009272,0.006832,1.006744,43260.000000,118790.000000,9310.000000
-0.012200,0.002440,1.006256,43260.000000,118860.000000,8120.000000
-0.009760,0.007808,1.003328,43190.000000,118790.000000,7210.000000
-0.002440,0.006344,1.004304,42980.000000,118720.000000,6160.000000
-0.004880,0.002440,1.007232,42630.000000,118860.000000,5110.000000
-0.002440,0.006344,1.006256,42350.000000,118930.000000,4270.000000
-0.006344,0.004392,1.007232,42140.000000,118930.000000,3360.000000
-0.005856,0.005856,1.006744,41790.000000,119000.000000,2520.000000
-0.006832,0.002928,1.004304,41650.000000,119140.000000,1750.000000
-0.005856,0.004880,1.005768,41510.000000,119140.000000,1050.000000
-0.007808,0.002928,1.004304,41230.000000,119280.000000,210.000000
-0.008784,0.001952,1.006256,40740.000000,119420.000000,-630.000000
-0.002928,0.002928,1.007720,40390.000000,119210.000000,-1400.000000
-0.006344,-0.000976,1.004792,39900.000000,119210.000000,-2030.000000
-0.010248,0.006344,1.007720,39340.000000,119280.000000,-2730.000000
-0.005856,0.004880,1.009184,38780.000000,119210.000000,-3430.000000
-0.003416,0.004880,1.007720,38220.000000,119000.000000,-4130.000000
-0.008296,0.001952,1.004792,38010.000000,119000.000000,-4900.000000
-0.007808,-0.004880,1.001864,37940.000000,118790.000000,-5530.000000
-0.005368,-0.000976,1.008208,37800.000000,118510.000000,-6300.000000
-0.007320,0.002440,1.010160,37870.000000,118300.000000,-7140.000000
-0.007320,0.004392,1.009184,37940.000000,117880.000000,-7840.000000
-0.003416,0.001952,1.001376,38010.000000,117600.000000,-8610.000000
-0.010248,0.003416,0.999912,37940.000000,117180.000000,-9170.000000
-0.010248,0.000488,1.004792,37660.000000,116690.000000,-9590.000000
-0.006832,0.000488,1.005280,37240.000000,116340.000000,-10080.000000
-0.005856,0.003904,1.008696,36750.000000,115990.000000,-10570.000000
-0.001464,0.002440,1.008208,36610.000000,115430.000000,-11130.000000
-0.004880,0.003904,1.013088,36470.000000,115010.000000,-11760.000000
-0.010248,0.000976,1.008696,36400.000000,114590.000000,-12180.000000
