A_x [g],A_y [g],A_z [g],G_x [mdps],G_y [mdps],G_z [mdps]
-0.216794,0.206424,0.484462,-280.000000,280.000000,0.000000
-0.217038,0.203496,0.482876,-420.000000,420.000000,-140.000000
-0.218136,0.200080,0.481900,-420.000000,700.000000,-280.000000
-0.216794,0.195322,0.476532,-560.000000,840.000000,-140.000000
-0.212280,0.191540,0.473238,-560.000000,700.000000,140.000000
-0.203984,0.193980,0.468724,-560.000000,420.000000,140.000000
-0.195932,0.190686,0.459696,-840.000000,140.000000,0.000000
-0.186904,0.187880,0.457012,-980.000000,0.000000,-140.000000
-0.182756,0.183854,0.457622,-980.000000,0.000000,-280.000000
-0.182634,0.178120,0.457988,-840.000000,140.000000,-280.000000
-0.185074,0.168604,0.459086,-560.000000,140.000000,-140.000000
-0.183000,0.160064,0.462014,-560.000000,140.000000,140.000000
-0.186904,0.146522,0.463600,-560.000000,0.000000,140.000000
-0.188368,0.131882,0.468114,-420.000000,-140.000000,140.000000
-0.189832,0.116510,0.471896,-280.000000,0.000000,0.000000
-0.188490,0.101992,0.480680,-140.000000,140.000000,-280.000000
-0.184342,0.087230,0.484828,-280.000000,0.000000,-420.000000
-0.175558,0.072346,0.489098,-560.000000,0.000000,-280.000000
-0.169702,0.062464,0.490928,-560.000000,0.000000,-140.000000
-0.160918,0.048922,0.492758,-560.000000,0.000000,-140.000000
-0.152500,0.041846,0.497760,-700.000000,0.000000,-420.000000
-0.145180,0.033672,0.499834,-980.000000,140.000000,-560.000000
-0.139690,0.028182,0.504348,-1120.000000,280.000000,-280.000000
-0.136762,0.023912,0.511302,-980.000000,280.000000,0.000000
-0.132492,0.014884,0.515084,-700.000000,280.000000,140.000000
-0.129442,0.004270,0.513864,-560.000000,140.000000,280.000000
-0.131150,-0.004270,0.517036,-560.000000,0.000000,280.000000
-0.133712,-0.018788,0.520086,-560.000000,0.000000,140.000000
-0.137494,-0.036356,0.525820,-560.000000,280.000000,-140.000000
-0.138714,-0.058804,0.528382,-700.000000,420.000000,-280.000000
-0.135786,-0.084424,0.531920,-700.000000,420.000000,-280.000000
-0.128954,-0.108946,0.540094,-560.000000,420.000000,-280.000000
-0.115656,-0.132858,0.549000,-420.000000,420.000000,-280.000000
-0.101626,-0.152988,0.555588,-560.000000,280.000000,-140.000000
-0.088938,-0.168970,0.563884,-700.000000,280.000000,140.000000
-0.078324,-0.181902,0.572424,-840.000000,140.000000,280.000000
-0.067100,-0.189222,0.585356,-980.000000,-140.000000,420.000000
-0.058438,-0.199714,0.599142,-840.000000,-280.000000,420.000000
-0.055144,-0.211304,0.608780,-840.000000,-280.000000,280.000000
-0.051240,-0.223138,0.619150,-700.000000,-140.000000,280.000000
-0.048800,-0.237900,0.630984,-700.000000,-140.000000,280.000000
-0.049044,-0.256810,0.644404,-560.000000,0.000000,280.000000
-0.046726,-0.279380,0.657702,-700.000000,0.000000,280.000000
-0.042944,-0.301950,0.675148,-840.000000,0.000000,140.000000
-0.037454,-0.323666,0.692350,-840.000000,0.000000,-140.000000
